num_reads,coverage,n_detected,f_detected,smash_count_0,smash_count_1,smash_count_2,smash_count_3,smash_count_4
1110,2.2200,36612,0.7327,28,30,34,41,55
1111,2.2220,36612,0.7327,28,30,34,41,55
1112,2.2240,36682,0.7341,28,31,34,41,55
1113,2.2260,36709,0.7346,28,31,34,41,55
1114,2.2280,36709,0.7346,28,31,34,41,55
1115,2.2300,36717,0.7348,28,31,34,41,55
1116,2.2320,36717,0.7348,28,31,34,41,55
1117,2.2340,36733,0.7351,28,31,34,41,55
1118,2.2360,36744,0.7353,28,31,34,41,55
1119,2.2380,36753,0.7355,28,31,34,41,55
1120,2.2400,36773,0.7359,28,31,34,41,55
1121,2.2420,36773,0.7359,28,31,34,41,55
1122,2.2440,36828,0.7370,28,31,34,41,55
1123,2.2460,36828,0.7370,28,31,34,41,55
1124,2.2480,36828,0.7370,28,31,34,41,55
1125,2.2500,36856,0.7376,28,31,34,41,55
1126,2.2520,36872,0.7379,28,31,34,41,55
1127,2.2540,36886,0.7382,28,31,34,41,55
1128,2.2560,36917,0.7388,28,31,34,41,55
1129,2.2580,36917,0.7388,28,31,34,41,55
1130,2.2600,36920,0.7388,28,31,34,41,55
1131,2.2620,36920,0.7388,28,31,34,41,55
1132,2.2640,36959,0.7396,28,31,34,41,55
1133,2.2660,36968,0.7398,28,31,34,41,55
1134,2.2680,36968,0.7398,28,31,34,41,55
1135,2.2700,36968,0.7398,28,31,34,41,55
1136,2.2720,37013,0.7407,28,31,34,42,55
1137,2.2740,37076,0.7420,28,31,34,42,55
1138,2.2760,37076,0.7420,28,31,34,42,55
1139,2.2780,37076,0.7420,28,31,34,42,55
1140,2.2800,37076,0.7420,28,31,34,42,55
1141,2.2820,37076,0.7420,28,31,34,42,55
1142,2.2840,37076,0.7420,28,31,34,42,55
1143,2.2860,37076,0.7420,28,31,34,42,55
1144,2.2880,37076,0.7420,28,31,34,42,55
1145,2.2900,37076,0.7420,28,31,34,42,55
1146,2.2920,37146,0.7434,28,31,34,42,55
1147,2.2940,37194,0.7443,29,31,35,42,55
1148,2.2960,37219,0.7448,30,31,35,42,55
1149,2.2980,37219,0.7448,30,31,35,42,55
1150,2.3000,37240,0.7452,30,31,36,42,55
1151,2.3020,37240,0.7452,30,31,36,42,55
1152,2.3040,37289,0.7462,30,31,36,42,55
1153,2.3060,37289,0.7462,30,31,36,42,55
1154,2.3080,37331,0.7471,30,31,36,42,55
1155,2.3100,37358,0.7476,30,31,36,42,55
1156,2.3120,37363,0.7477,30,31,36,42,55
1157,2.3140,37364,0.7477,30,31,36,42,55
1158,2.3160,37374,0.7479,30,31,36,42,55
1159,2.3180,37374,0.7479,30,31,36,42,55
1160,2.3200,37374,0.7479,30,31,36,42,55
1161,2.3220,37382,0.7481,30,31,36,42,55
1162,2.3240,37385,0.7481,30,31,36,42,55
1163,2.3260,37389,0.7482,30,31,36,42,55
1164,2.3280,37389,0.7482,30,31,36,42,55
1165,2.3300,37427,0.7490,30,31,36,42,55
1166,2.3320,37427,0.7490,30,31,36,42,55
1167,2.3340,37449,0.7494,30,31,36,42,55
1168,2.3360,37452,0.7495,30,31,36,42,55
1169,2.3380,37508,0.7506,30,31,37,42,55
1170,2.3400,37574,0.7519,30,31,37,42,55
1171,2.3420,37577,0.7520,30,31,37,42,55
1172,2.3440,37577,0.7520,30,31,37,42,55
1173,2.3460,37577,0.7520,30,31,37,42,55
1174,2.3480,37647,0.7534,30,31,37,42,55
1175,2.3500,37647,0.7534,30,31,37,42,55
1176,2.3520,37647,0.7534,30,31,37,42,55
1177,2.3540,37647,0.7534,30,31,37,42,55
1178,2.3560,37649,0.7534,30,31,37,42,55
1179,2.3580,37679,0.7540,30,31,37,42,55
1180,2.3600,37683,0.7541,30,31,37,42,55
1181,2.3620,37722,0.7549,30,31,37,42,55
1182,2.3640,37727,0.7550,30,31,37,42,55
1183,2.3660,37788,0.7562,30,31,37,42,55
1184,2.3680,37788,0.7562,30,31,37,42,55
1185,2.3700,37788,0.7562,30,31,37,42,55
1186,2.3720,37817,0.7568,30,31,37,42,55
1187,2.3740,37823,0.7569,30,31,37,42,55
1188,2.3760,37836,0.7572,30,31,37,42,55
1189,2.3780,37847,0.7574,30,31,37,42,55
1190,2.3800,37847,0.7574,30,31,37,42,55
1191,2.3820,37896,0.7584,30,31,38,42,55
1192,2.3840,37896,0.7584,30,31,38,42,55
1193,2.3860,37913,0.7587,30,31,38,42,55
1194,2.3880,37913,0.7587,30,31,38,42,55
1195,2.3900,37931,0.7591,30,31,38,42,55
1196,2.3920,37931,0.7591,30,31,38,42,55
1197,2.3940,37949,0.7594,30,31,38,42,55
1198,2.3960,37959,0.7596,30,31,38,42,55
1199,2.3980,37975,0.7600,30,31,38,42,55
1200,2.4000,37975,0.7600,30,31,38,42,55
1201,2.4020,37975,0.7600,30,31,38,42,55
1202,2.4040,37975,0.7600,30,31,38,42,55
1203,2.4060,37975,0.7600,30,31,38,42,55
1204,2.4080,37995,0.7604,30,31,39,42,55
1205,2.4100,37995,0.7604,30,31,39,42,55
1206,2.4120,37995,0.7604,30,31,39,42,55
1207,2.4140,38027,0.7610,30,31,39,42,55
1208,2.4160,38027,0.7610,30,31,39,42,55
1209,2.4180,38097,0.7624,30,31,39,42,55
1210,2.4200,38109,0.7626,30,31,39,42,55
1211,2.4220,38129,0.7630,30,31,39,42,55
1212,2.4240,38190,0.7643,30,32,39,42,55
1213,2.4260,38190,0.7643,30,32,39,42,55
1214,2.4280,38260,0.7657,30,32,39,42,55
1215,2.4300,38260,0.7657,30,32,39,42,55
1216,2.4320,38279,0.7660,30,32,39,42,55
1217,2.4340,38288,0.7662,30,32,39,42,55
1218,2.4360,38306,0.7666,30,32,39,42,55
1219,2.4380,38306,0.7666,30,32,39,42,55
1220,2.4400,38333,0.7671,30,32,39,42,55
1221,2.4420,38333,0.7671,30,32,39,42,55
1222,2.4440,38333,0.7671,30,32,39,42,55
1223,2.4460,38337,0.7672,30,32,39,42,55
1224,2.4480,38346,0.7674,30,32,39,42,55
1225,2.4500,38371,0.7679,30,32,39,42,55
1226,2.4520,38371,0.7679,30,32,39,42,55
1227,2.4540,38371,0.7679,30,32,39,42,55
1228,2.4560,38404,0.7685,30,32,39,42,55
1229,2.4580,38404,0.7685,30,32,39,42,55
1230,2.4600,38405,0.7686,30,32,39,42,55
1231,2.4620,38405,0.7686,30,32,39,42,55
1232,2.4640,38405,0.7686,30,32,39,42,55
1233,2.4660,38405,0.7686,30,32,39,42,55
1234,2.4680,38405,0.7686,30,32,39,42,55
1235,2.4700,38473,0.7699,31,32,39,42,55
1236,2.4720,38492,0.7703,31,32,39,42,55
1237,2.4740,38493,0.7703,31,32,39,42,55
1238,2.4760,38532,0.7711,31,32,39,42,55
1239,2.4780,38541,0.7713,31,32,39,42,55
1240,2.4800,38577,0.7720,31,32,39,42,55
1241,2.4820,38577,0.7720,31,32,39,42,55
1242,2.4840,38577,0.7720,31,32,39,42,55
1243,2.4860,38577,0.7720,31,32,39,42,55
1244,2.4880,38577,0.7720,31,32,39,42,55
1245,2.4900,38583,0.7721,31,32,39,42,55
1246,2.4920,38583,0.7721,31,32,39,42,55
1247,2.4940,38619,0.7728,31,32,39,42,55
1248,2.4960,38621,0.7729,31,32,39,42,55
1249,2.4980,38621,0.7729,31,32,39,42,55
1250,2.5000,38657,0.7736,31,32,39,42,55
1251,2.5020,38692,0.7743,31,32,39,42,55
1252,2.5040,38693,0.7743,31,32,39,42,55
1253,2.5060,38693,0.7743,31,32,39,42,55
1254,2.5080,38697,0.7744,31,32,39,42,55
1255,2.5100,38698,0.7744,31,32,39,42,55
1256,2.5120,38713,0.7747,31,32,39,42,55
1257,2.5140,38742,0.7753,31,32,39,42,55
1258,2.5160,38743,0.7753,31,32,39,42,55
1259,2.5180,38743,0.7753,31,32,39,42,55
1260,2.5200,38757,0.7756,31,32,39,42,55
1261,2.5220,38757,0.7756,31,32,39,42,55
1262,2.5240,38787,0.7762,31,32,39,42,55
1263,2.5260,38787,0.7762,31,32,39,42,55
1264,2.5280,38787,0.7762,31,32,39,42,55
1265,2.5300,38787,0.7762,31,32,39,42,55
1266,2.5320,38856,0.7776,31,32,39,42,55
1267,2.5340,38862,0.7777,31,32,39,42,55
1268,2.5360,38890,0.7783,31,32,39,42,55
1269,2.5380,38890,0.7783,31,32,39,42,55
1270,2.5400,38890,0.7783,31,32,39,42,55
1271,2.5420,38937,0.7792,31,32,39,42,55
1272,2.5440,38946,0.7794,31,32,39,42,55
1273,2.5460,38946,0.7794,31,32,39,42,55
1274,2.5480,38946,0.7794,31,32,39,42,55
1275,2.5500,38987,0.7802,31,32,39,42,55
1276,2.5520,39027,0.7810,31,32,39,42,55
1277,2.5540,39064,0.7817,31,32,39,42,55
1278,2.5560,39078,0.7820,31,32,39,42,55
1279,2.5580,39137,0.7832,31,32,39,42,55
1280,2.5600,39184,0.7842,31,32,39,42,55
1281,2.5620,39184,0.7842,31,32,39,42,55
1282,2.5640,39184,0.7842,31,32,39,42,55
1283,2.5660,39184,0.7842,31,32,39,42,55
1284,2.5680,39184,0.7842,31,32,39,42,55
1285,2.5700,39230,0.7851,31,32,39,42,55
1286,2.5720,39230,0.7851,31,32,39,42,55
1287,2.5740,39261,0.7857,31,32,39,42,55
1288,2.5760,39292,0.7863,31,32,39,42,55
1289,2.5780,39294,0.7864,31,32,39,42,55
1290,2.5800,39333,0.7871,31,32,39,42,55
1291,2.5820,39333,0.7871,31,32,39,42,55
1292,2.5840,39333,0.7871,31,32,39,42,55
1293,2.5860,39341,0.7873,31,32,39,42,55
1294,2.5880,39341,0.7873,31,32,39,42,55
1295,2.5900,39370,0.7879,31,32,39,42,55
1296,2.5920,39370,0.7879,31,32,39,42,55
1297,2.5940,39394,0.7884,31,32,39,42,55
1298,2.5960,39432,0.7891,31,32,39,43,55
1299,2.5980,39432,0.7891,31,32,39,43,55
1300,2.6000,39432,0.7891,31,32,39,43,55
1301,2.6020,39432,0.7891,31,32,39,43,55
1302,2.6040,39445,0.7894,31,32,39,43,55
1303,2.6060,39446,0.7894,31,32,39,43,55
1304,2.6080,39449,0.7895,31,32,39,43,55
1305,2.6100,39449,0.7895,31,32,39,43,55
1306,2.6120,39449,0.7895,31,32,39,43,55
1307,2.6140,39511,0.7907,31,32,39,43,55
1308,2.6160,39532,0.7911,31,32,39,43,55
1309,2.6180,39532,0.7911,31,32,39,43,55
1310,2.6200,39532,0.7911,31,32,39,43,55
1311,2.6220,39568,0.7918,31,32,39,43,55
1312,2.6240,39588,0.7922,31,32,39,43,55
1313,2.6260,39588,0.7922,31,32,39,43,55
1314,2.6280,39619,0.7929,31,32,39,43,55
1315,2.6300,39654,0.7936,31,32,39,43,55
1316,2.6320,39654,0.7936,31,32,39,43,55
1317,2.6340,39654,0.7936,31,32,39,43,55
1318,2.6360,39685,0.7942,31,32,39,43,55
1319,2.6380,39685,0.7942,31,32,39,43,55
1320,2.6400,39717,0.7948,31,32,39,43,55
1321,2.6420,39717,0.7948,31,32,39,43,55
1322,2.6440,39780,0.7961,31,32,39,43,55
1323,2.6460,39805,0.7966,32,32,39,43,55
1324,2.6480,39812,0.7967,32,32,39,43,55
1325,2.6500,39829,0.7971,32,32,39,43,55
1326,2.6520,39829,0.7971,32,32,39,43,55
1327,2.6540,39829,0.7971,32,32,39,43,55
1328,2.6560,39829,0.7971,32,32,39,43,55
1329,2.6580,39829,0.7971,32,32,39,43,55
1330,2.6600,39829,0.7971,32,32,39,43,55
1331,2.6620,39829,0.7971,32,32,39,43,55
1332,2.6640,39846,0.7974,32,32,39,43,55
1333,2.6660,39846,0.7974,32,32,39,43,55
1334,2.6680,39846,0.7974,32,32,39,43,55
1335,2.6700,39872,0.7979,32,32,39,43,55
1336,2.6720,39875,0.7980,32,32,39,43,55
1337,2.6740,39899,0.7985,32,32,39,43,55
1338,2.6760,39899,0.7985,32,32,39,43,55
1339,2.6780,39916,0.7988,32,32,39,43,55
1340,2.6800,39932,0.7991,32,32,39,43,55
1341,2.6820,39947,0.7994,32,32,39,43,55
1342,2.6840,39988,0.8002,32,32,39,43,55
1343,2.6860,39988,0.8002,32,32,39,43,55
1344,2.6880,40009,0.8007,32,32,39,43,55
1345,2.6900,40021,0.8009,32,32,39,43,55
1346,2.6920,40021,0.8009,32,32,39,43,55
1347,2.6940,40024,0.8010,32,32,39,43,55
1348,2.6960,40043,0.8013,32,32,39,43,55
1349,2.6980,40048,0.8014,32,32,39,43,55
1350,2.7000,40048,0.8014,32,32,39,43,55
1351,2.7020,40058,0.8016,32,32,39,43,55
1352,2.7040,40058,0.8016,32,32,39,43,55
1353,2.7060,40068,0.8018,32,32,39,43,55
1354,2.7080,40105,0.8026,32,32,39,43,55
1355,2.7100,40105,0.8026,32,32,39,43,55
1356,2.7120,40105,0.8026,32,32,39,43,55
1357,2.7140,40105,0.8026,32,32,39,43,55
1358,2.7160,40105,0.8026,32,32,39,43,55
1359,2.7180,40134,0.8032,32,32,39,43,55
1360,2.7200,40134,0.8032,32,32,39,43,55
1361,2.7220,40134,0.8032,32,32,39,43,55
1362,2.7240,40190,0.8043,32,33,39,43,55
1363,2.7260,40192,0.8043,32,33,39,43,55
1364,2.7280,40262,0.8057,32,33,39,43,55
1365,2.7300,40266,0.8058,32,33,39,43,55
1366,2.7320,40325,0.8070,32,33,39,44,55
1367,2.7340,40340,0.8073,32,34,39,44,55
1368,2.7360,40340,0.8073,32,34,39,44,55
1369,2.7380,40340,0.8073,32,34,39,44,55
1370,2.7400,40353,0.8075,32,34,39,44,55
1371,2.7420,40378,0.8080,32,34,39,44,55
1372,2.7440,40448,0.8094,32,34,39,44,55
1373,2.7460,40448,0.8094,32,34,39,44,55
1374,2.7480,40448,0.8094,32,34,39,44,55
1375,2.7500,40456,0.8096,32,34,39,44,55
1376,2.7520,40490,0.8103,32,34,39,44,55
1377,2.7540,40505,0.8106,32,34,39,44,55
1378,2.7560,40505,0.8106,32,34,39,44,55
1379,2.7580,40505,0.8106,32,34,39,44,55
1380,2.7600,40505,0.8106,32,34,39,44,55
1381,2.7620,40505,0.8106,32,34,39,44,55
1382,2.7640,40525,0.8110,32,34,39,44,55
1383,2.7660,40537,0.8112,32,34,39,44,55
1384,2.7680,40537,0.8112,32,34,39,44,55
1385,2.7700,40589,0.8123,32,34,39,44,56
1386,2.7720,40659,0.8137,32,34,39,44,56
1387,2.7740,40659,0.8137,32,34,39,44,56
1388,2.7760,40671,0.8139,32,34,39,44,56
1389,2.7780,40691,0.8143,32,34,39,44,56
1390,2.7800,40691,0.8143,32,34,39,44,56
1391,2.7820,40691,0.8143,32,34,39,44,56
1392,2.7840,40691,0.8143,32,34,39,44,56
1393,2.7860,40703,0.8145,32,34,40,44,56
1394,2.7880,40713,0.8147,32,34,40,45,56
1395,2.7900,40713,0.8147,32,34,40,45,56
1396,2.7920,40713,0.8147,32,34,40,45,56
1397,2.7940,40713,0.8147,32,34,40,45,56
1398,2.7960,40717,0.8148,32,34,40,45,56
1399,2.7980,40732,0.8151,32,34,40,45,56
1400,2.8000,40732,0.8151,32,34,40,45,56
1401,2.8020,40739,0.8153,32,34,40,45,56
1402,2.8040,40739,0.8153,32,34,40,45,56
1403,2.8060,40741,0.8153,32,34,40,45,56
1404,2.8080,40749,0.8155,32,34,40,45,56
1405,2.8100,40789,0.8163,33,34,40,45,56
1406,2.8120,40817,0.8168,33,35,40,45,56
1407,2.8140,40817,0.8168,33,35,40,45,56
1408,2.8160,40817,0.8168,33,35,40,45,56
1409,2.8180,40822,0.8169,33,35,40,45,56
1410,2.8200,40822,0.8169,33,35,40,45,56
1411,2.8220,40822,0.8169,33,35,40,45,56
1412,2.8240,40822,0.8169,33,35,40,45,56
1413,2.8260,40850,0.8175,33,35,40,45,57
1414,2.8280,40850,0.8175,33,35,40,45,57
1415,2.8300,40850,0.8175,33,35,40,45,57
1416,2.8320,40850,0.8175,33,35,40,45,57
1417,2.8340,40850,0.8175,33,35,40,45,57
1418,2.8360,40850,0.8175,33,35,40,45,57
1419,2.8380,40863,0.8178,33,35,40,45,57
1420,2.8400,40869,0.8179,33,35,40,45,57
1421,2.8420,40869,0.8179,33,35,40,45,57
1422,2.8440,40869,0.8179,33,35,40,45,57
1423,2.8460,40870,0.8179,33,35,40,45,57
1424,2.8480,40870,0.8179,33,35,40,45,57
1425,2.8500,40873,0.8180,33,35,40,45,57
1426,2.8520,40894,0.8184,33,35,40,45,57
1427,2.8540,40894,0.8184,33,35,40,45,57
1428,2.8560,40894,0.8184,33,35,40,45,57
1429,2.8580,40894,0.8184,33,35,40,45,57
1430,2.8600,40931,0.8191,33,35,40,45,57
1431,2.8620,40931,0.8191,33,35,40,45,57
1432,2.8640,40931,0.8191,33,35,40,45,57
1433,2.8660,40934,0.8192,33,35,40,45,57
1434,2.8680,40939,0.8193,33,35,40,45,57
1435,2.8700,40988,0.8203,33,35,40,45,57
1436,2.8720,41008,0.8207,33,35,40,45,57
1437,2.8740,41037,0.8212,33,35,40,45,57
1438,2.8760,41037,0.8212,33,35,40,45,57
1439,2.8780,41037,0.8212,33,35,40,45,57
1440,2.8800,41037,0.8212,33,35,40,45,57
1441,2.8820,41037,0.8212,33,35,40,45,57
1442,2.8840,41037,0.8212,33,35,40,45,57
1443,2.8860,41065,0.8218,33,35,40,45,57
1444,2.8880,41079,0.8221,33,35,40,45,57
1445,2.8900,41079,0.8221,33,35,40,45,57
1446,2.8920,41118,0.8229,33,35,40,45,57
1447,2.8940,41118,0.8229,33,35,40,45,57
1448,2.8960,41118,0.8229,33,35,40,45,57
1449,2.8980,41118,0.8229,33,35,40,45,57
1450,2.9000,41118,0.8229,33,35,40,45,57
1451,2.9020,41153,0.8236,33,35,40,45,57
1452,2.9040,41153,0.8236,33,35,40,45,57
1453,2.9060,41199,0.8245,33,35,40,45,57
1454,2.9080,41218,0.8249,33,35,40,45,57
1455,2.9100,41251,0.8255,33,35,40,45,57
1456,2.9120,41251,0.8255,33,35,40,45,57
1457,2.9140,41251,0.8255,33,35,40,45,57
1458,2.9160,41256,0.8256,33,35,40,45,57
1459,2.9180,41256,0.8256,33,35,40,45,57
1460,2.9200,41256,0.8256,33,35,40,45,57
1461,2.9220,41293,0.8264,33,35,40,45,57
1462,2.9240,41293,0.8264,33,35,40,45,57
1463,2.9260,41293,0.8264,33,35,40,45,57
1464,2.9280,41316,0.8268,33,35,40,45,58
1465,2.9300,41332,0.8271,33,35,40,45,58
1466,2.9320,41341,0.8273,33,35,40,46,58
1467,2.9340,41346,0.8274,33,35,40,46,58
1468,2.9360,41346,0.8274,33,35,40,46,58
1469,2.9380,41346,0.8274,33,35,40,46,58
1470,2.9400,41346,0.8274,33,35,40,46,58
1471,2.9420,41346,0.8274,33,35,40,46,58
1472,2.9440,41346,0.8274,33,35,40,46,58
1473,2.9460,41346,0.8274,33,35,40,46,58
1474,2.9480,41346,0.8274,33,35,40,46,58
1475,2.9500,41361,0.8277,33,35,40,46,58
1476,2.9520,41385,0.8282,33,35,40,46,58
1477,2.9540,41385,0.8282,33,35,40,46,58
1478,2.9560,41385,0.8282,33,35,40,46,58
1479,2.9580,41385,0.8282,33,35,40,46,58
1480,2.9600,41396,0.8284,33,35,40,46,58
1481,2.9620,41396,0.8284,33,35,40,46,58
1482,2.9640,41447,0.8294,33,36,40,46,58
1483,2.9660,41452,0.8295,33,36,40,46,58
1484,2.9680,41487,0.8302,33,36,40,46,58
1485,2.9700,41487,0.8302,33,36,40,46,58
1486,2.9720,41487,0.8302,33,36,40,46,58
1487,2.9740,41497,0.8304,33,36,40,46,58
1488,2.9760,41497,0.8304,33,36,40,46,58
1489,2.9780,41500,0.8305,33,36,40,46,58
1490,2.9800,41500,0.8305,33,36,40,46,58
1491,2.9820,41510,0.8307,33,36,40,46,58
1492,2.9840,41512,0.8307,33,36,40,46,58
1493,2.9860,41512,0.8307,33,36,40,46,58
1494,2.9880,41512,0.8307,33,36,40,46,58
1495,2.9900,41512,0.8307,33,36,40,46,58
1496,2.9920,41522,0.8309,33,36,40,46,58
1497,2.9940,41522,0.8309,33,36,40,46,58
1498,2.9960,41531,0.8311,33,36,40,46,58
1499,2.9980,41555,0.8316,33,36,40,46,58
1500,3.0000,41571,0.8319,33,36,40,46,58
1501,3.0020,41571,0.8319,33,36,40,46,58
1502,3.0040,41575,0.8320,33,36,40,46,58
1503,3.0060,41575,0.8320,33,36,40,46,58
1504,3.0080,41610,0.8327,33,36,40,46,58
1505,3.0100,41610,0.8327,33,36,40,46,58
1506,3.0120,41610,0.8327,33,36,40,46,58
1507,3.0140,41619,0.8329,33,36,40,46,58
1508,3.0160,41619,0.8329,33,36,40,46,58
1509,3.0180,41619,0.8329,33,36,40,46,58
1510,3.0200,41619,0.8329,33,36,40,46,58
1511,3.0220,41671,0.8339,33,36,40,46,58
1512,3.0240,41671,0.8339,33,36,40,46,58
1513,3.0260,41687,0.8342,33,36,40,46,58
1514,3.0280,41723,0.8350,33,36,40,46,58
1515,3.0300,41723,0.8350,33,36,40,46,58
1516,3.0320,41723,0.8350,33,36,40,46,58
1517,3.0340,41735,0.8352,33,36,40,46,58
1518,3.0360,41770,0.8359,33,36,40,46,58
1519,3.0380,41770,0.8359,33,36,40,46,58
1520,3.0400,41770,0.8359,33,36,40,46,58
1521,3.0420,41785,0.8362,33,36,40,46,58
1522,3.0440,41785,0.8362,33,36,40,46,58
1523,3.0460,41837,0.8372,33,36,40,46,58
1524,3.0480,41837,0.8372,33,36,40,46,58
1525,3.0500,41866,0.8378,33,36,40,46,58
1526,3.0520,41866,0.8378,33,36,40,46,58
1527,3.0540,41866,0.8378,33,36,40,46,58
1528,3.0560,41889,0.8383,33,37,40,46,58
1529,3.0580,41889,0.8383,33,37,40,46,58
1530,3.0600,41889,0.8383,33,37,40,46,58
1531,3.0620,41889,0.8383,33,37,40,46,58
1532,3.0640,41894,0.8384,33,37,40,46,58
1533,3.0660,41933,0.8392,33,37,40,46,58
1534,3.0680,41933,0.8392,33,37,40,46,58
1535,3.0700,41933,0.8392,33,37,40,46,58
1536,3.0720,41959,0.8397,33,37,40,46,58
1537,3.0740,41959,0.8397,33,37,40,46,58
1538,3.0760,41959,0.8397,33,37,40,46,58
1539,3.0780,42000,0.8405,33,37,40,46,58
1540,3.0800,42000,0.8405,33,37,40,46,58
1541,3.0820,42007,0.8406,33,37,40,46,58
1542,3.0840,42021,0.8409,33,37,40,46,58
1543,3.0860,42062,0.8417,33,37,40,46,58
1544,3.0880,42093,0.8424,33,37,40,46,58
1545,3.0900,42093,0.8424,33,37,40,46,58
1546,3.0920,42093,0.8424,33,37,40,46,58
1547,3.0940,42093,0.8424,33,37,40,46,58
1548,3.0960,42094,0.8424,33,37,40,46,58
1549,3.0980,42094,0.8424,33,37,40,46,58
1550,3.1000,42094,0.8424,33,37,40,46,58
1551,3.1020,42101,0.8425,33,37,40,46,58
1552,3.1040,42101,0.8425,33,37,40,46,58
1553,3.1060,42133,0.8432,33,37,40,46,58
1554,3.1080,42133,0.8432,33,37,40,46,58
1555,3.1100,42133,0.8432,33,37,40,46,58
1556,3.1120,42133,0.8432,33,37,40,46,58
1557,3.1140,42133,0.8432,33,37,40,46,58
1558,3.1160,42150,0.8435,33,37,40,46,58
1559,3.1180,42150,0.8435,33,37,40,46,58
1560,3.1200,42158,0.8437,33,37,40,46,58
1561,3.1220,42158,0.8437,33,37,40,46,58
1562,3.1240,42197,0.8444,33,37,40,46,58
1563,3.1260,42207,0.8446,33,37,40,46,58
1564,3.1280,42212,0.8447,33,37,40,46,58
1565,3.1300,42212,0.8447,33,37,40,46,58
1566,3.1320,42212,0.8447,33,37,40,46,58
1567,3.1340,42212,0.8447,33,37,40,46,58
1568,3.1360,42212,0.8447,33,37,40,46,58
1569,3.1380,42225,0.8450,33,37,40,46,59
1570,3.1400,42225,0.8450,33,37,40,46,59
1571,3.1420,42233,0.8452,33,37,40,46,59
1572,3.1440,42233,0.8452,33,37,40,46,59
1573,3.1460,42233,0.8452,33,37,40,46,59
1574,3.1480,42264,0.8458,33,37,40,46,59
1575,3.1500,42264,0.8458,33,37,40,46,59
1576,3.1520,42268,0.8459,33,37,40,46,59
1577,3.1540,42269,0.8459,33,37,40,46,59
1578,3.1560,42269,0.8459,33,37,40,46,59
1579,3.1580,42269,0.8459,33,37,40,46,59
1580,3.1600,42269,0.8459,33,37,40,46,59
1581,3.1620,42269,0.8459,33,37,40,46,59
1582,3.1640,42276,0.8460,33,37,40,46,59
1583,3.1660,42276,0.8460,33,37,40,46,59
1584,3.1680,42276,0.8460,33,37,40,46,59
1585,3.1700,42286,0.8462,33,37,40,46,59
1586,3.1720,42286,0.8462,33,37,40,46,59
1587,3.1740,42286,0.8462,33,37,40,46,59
1588,3.1760,42286,0.8462,33,37,40,46,59
1589,3.1780,42286,0.8462,33,37,40,46,59
1590,3.1800,42286,0.8462,33,37,40,46,59
1591,3.1820,42286,0.8462,33,37,40,46,59
1592,3.1840,42286,0.8462,33,37,40,46,59
1593,3.1860,42286,0.8462,33,37,40,46,59
1594,3.1880,42286,0.8462,33,37,40,46,59
1595,3.1900,42331,0.8471,33,37,40,46,59
1596,3.1920,42331,0.8471,33,37,40,46,59
1597,3.1940,42373,0.8480,33,37,40,46,59
1598,3.1960,42373,0.8480,33,37,40,46,59
1599,3.1980,42373,0.8480,33,37,40,46,59
1600,3.2000,42373,0.8480,33,37,40,46,59
1601,3.2020,42373,0.8480,33,37,40,46,59
1602,3.2040,42379,0.8481,33,37,40,46,59
1603,3.2060,42379,0.8481,33,37,40,46,59
1604,3.2080,42420,0.8489,33,37,40,46,59
1605,3.2100,42450,0.8495,33,37,40,46,60
1606,3.2120,42450,0.8495,33,37,40,46,60
1607,3.2140,42455,0.8496,33,37,40,46,60
1608,3.2160,42455,0.8496,33,37,40,46,60
1609,3.2180,42458,0.8497,33,37,40,46,60
1610,3.2200,42458,0.8497,33,37,40,46,60
1611,3.2220,42458,0.8497,33,37,40,46,60
1612,3.2240,42458,0.8497,33,37,40,46,60
1613,3.2260,42479,0.8501,33,37,40,46,60
1614,3.2280,42479,0.8501,33,37,40,46,60
1615,3.2300,42549,0.8515,33,37,40,46,60
1616,3.2320,42549,0.8515,33,37,40,46,60
1617,3.2340,42619,0.8529,33,37,40,46,60
1618,3.2360,42622,0.8530,33,37,40,46,60
1619,3.2380,42622,0.8530,33,37,40,46,60
1620,3.2400,42622,0.8530,33,37,40,46,60
1621,3.2420,42622,0.8530,33,37,40,46,60
1622,3.2440,42625,0.8530,33,37,40,46,60
1623,3.2460,42626,0.8530,33,37,40,46,60
1624,3.2480,42626,0.8530,33,37,40,46,60
1625,3.2500,42626,0.8530,33,37,40,46,60
1626,3.2520,42626,0.8530,33,37,40,46,60
1627,3.2540,42646,0.8534,33,37,40,46,60
1628,3.2560,42646,0.8534,33,37,40,46,60
1629,3.2580,42646,0.8534,33,37,40,46,60
1630,3.2600,42646,0.8534,33,37,40,46,60
1631,3.2620,42646,0.8534,33,37,40,46,60
1632,3.2640,42646,0.8534,33,37,40,46,60
1633,3.2660,42646,0.8534,33,37,40,46,60
1634,3.2680,42646,0.8534,33,37,40,46,60
1635,3.2700,42646,0.8534,33,37,40,46,60
1636,3.2720,42646,0.8534,33,37,40,46,60
1637,3.2740,42646,0.8534,33,37,40,46,60
1638,3.2760,42646,0.8534,33,37,40,46,60
1639,3.2780,42688,0.8543,33,37,40,46,60
1640,3.2800,42688,0.8543,33,37,40,46,60
1641,3.2820,42688,0.8543,33,37,40,46,60
1642,3.2840,42688,0.8543,33,37,40,46,60
1643,3.2860,42688,0.8543,33,37,40,46,60
1644,3.2880,42700,0.8545,33,37,40,46,60
1645,3.2900,42707,0.8547,33,37,40,46,60
